State,Quarter,Text
Iowa,Q4,"What primed some evangelical Christians to think in apocalyptic terms about America? Jane Coaston interviews Tim Alberta about Donald Trump, Covid and Christianity. Roughly 24 percent of Americans consider themselves born again or evangelical, but what that means — spiritually, culturally, politically — depends on whom you ask. For some evangelicals, the role of politics, particularly the politics of today’s Republican Party, has taken on deep importance, changing how they relate to their faith, their faith leadership and one another."
Iowa,Q4,"From wildfires to wars, labor strikes to political protests, 2023 was a big year. All year long, we photographed the people whose lives were shaped by the news. From wildfires to wars, labor strikes to political protests, 2023 was a big year. All year long, we photographed the people whose lives were shaped by the news."
Iowa,Q4,"The British entertainer built an army of fans with his conspiracy-minded podcast. Now, amid sex-assault claims against him, they’ve become his whole world. On Sept. 12, four days before he was expected at the Troubadour Wembley Park Theater for another sold-out show, Russell Brand asked his fans for a favor. “I’ve always struggled with authority and being told what to do,” he wrote to ticketholders, attaching a questionnaire for a planned bit with his audience. “Even when it comes to something small like being offered a seat by a doctor, I’ll purposefully refuse rather than comply. Tell me about your relationship with authority — whether you tend to yield to authority or fight it.”"
Iowa,Q4,He left politics for a talk show and paved the way for reality television. He left politics for a talk show and paved the way for reality television.
Iowa,Q4,"Often out of step with his musical times, he composed songs that sounded like no one else’s. Often out of step with his musical times, he composed songs that sounded like no one else’s."
Iowa,Q4,His prodigious memory grew out of childhood deprivation — and landed him on the Ed Sullivan Show. His prodigious memory grew out of childhood deprivation — and landed him on the Ed Sullivan Show.
Iowa,Q4,"Her renowned shape was sculpted for public consumption, but she ultimately reclaimed it for herself. Her renowned shape was sculpted for public consumption, but she ultimately reclaimed it for herself."
Kansas,Q1,Students describe the peril and promise of the college application process. Students describe the peril and promise of the college application process.
Kansas,Q1,"The state is taking action against three major drug companies and the big pharmacy benefit managers in an effort to temper costs for people with diabetes. Many Americans with diabetes still struggle to pay for their insulin, even though Medicare placed a cap on co-payments this month."
Kansas,Q1,"The passing game is only part of Cincinnati’s offensive might, Travis Kelce proved to be the ultimate safety valve for Patrick Mahomes and the Giants face difficult decisions after their loss. In the N.F.L.’s divisional-round games, the Bengals got a statement win on the road against the Bills’ fearsome defense, Patrick Mahomes added to his legend by depending on his favored target, and the Eagles’ rout of the Giants provided a measure of clarity for the losing team."
Kansas,Q1,"The A.A.P. is recommending early and intensive interventions. Can that happen without furthering stigma? The American Academy of Pediatrics released new guidance last week about how to evaluate and treat children who are overweight or obese, issuing a 73-page document that argues obesity should no longer be stigmatized as simply the result of personal choices, but understood as a complex disease with short- and long-term health implications."
Kansas,Q1,"The Buffalo Bills player Damar Hamlin collapsed in cardiac arrest on the Bengals’ field last week. He is doing better and, with a win over the Ravens, so are the Bengals. CINCINNATI — The tribute outside the University of Cincinnati Medical Center started small. On Tuesday, the day after Buffalo Bills defensive back Damar Hamlin went into cardiac arrest and collapsed after a routine tackle in a nationally televised game against the Cincinnati Bengals, it included only a few signs and some lit candles."
Kansas,Q1,"Shares in the bank, a go-to funder of tech start-ups, have fallen more than 60 percent in the past day as investors fear for its finances, and those of similarly sized lenders. Shares in U.S. banks appear poised to slide again on Friday, after the sector suffered a $52 billion sell-off on Thursday, its worst drop in three years. Driving investor concerns is the health of Silicon Valley Bank, one of the biggest lenders to tech start-ups, which is urgently raising cash to shore up its finances."
Kansas,Q1,"I’m afraid pregnant women will die if we don’t change Tennessee’s abortion law. Before the Supreme Court’s ruling in Dobbs v. Jackson Women’s Health Organization, I did not consider myself an abortion provider. Ninety-five percent of my work as a high-risk obstetrician was helping women through complex pregnancies to achieve healthy outcomes for both them and their babies."
Kansas,Q1,"The N.F.L. has a number of options, none of them perfect, for how to handle competition for the last week of the regular season and the playoffs. The N.F.L. announced on Thursday that it had canceled the remainder of Monday’s game between the Bengals and the Bills."
Kansas,Q1,We examine the raging debate about smartphones and teenage mental health. Digital technology has caused the biggest changes to teenage life in many decades. Typical American teenagers spend about half of their waking hours on their smartphones. They are on the phones when they are alone at home and when they are hanging out with friends.
Kansas,Q1,"The decision overturns the state’s six-week ban on abortion, a major victory for abortion rights in the South, where the procedure is strictly limited. The South Carolina Constitution provides a right to privacy that includes the right to abortion, the state’s Supreme Court ruled on Thursday, saying “the decision to terminate a pregnancy rests upon the utmost personal and private considerations imaginable.”"
Kansas,Q1,"Despite having left town in 1954, the Athletics, with five championships, are still Philadelphia’s most decorated team. The Eagles could tie things up on Sunday. Follow our live updates of the Super Bowl between Philadelphia and Kansas City."
Kansas,Q1,"No. 15 Princeton toppled Arizona, a No. 2 seed that was one of the favorites in the field, while No. 13 seed Furman knocked down No. 4 Virginia. SACRAMENTO — Nearly three decades after one of the most stunning upsets in N.C.A.A. history, the Princeton Tigers delivered another with a shocking 59-55 victory over second-seeded Arizona on Thursday."
Kansas,Q1,"Some people who have long lived with the disease say they worry about living as a healthy person, while others are concerned about the obstacles to getting treatment. Terry Jackson lives a life dominated by sickle cell disease. The genetic disorder, in which misshapen red cells become wedged in blood vessels, causes him daily bone pain and lower back pain and has sent him to the hospital for pain treatment and life threatening emergencies for five decades. He has frequent transfusions of fresh blood."
Kansas,Q1,"Four states could ban transition care into young adulthood. Lawmakers in several others want to restrict drag shows in ways that could affect transgender performers broadly. It’s part of a long-term plan. Over the past three years, Republican state lawmakers have put forward a barrage of bills to regulate the lives of transgender youths, restricting the sports teams they can play on, bathrooms they can use and medical care they can receive."
Kansas,Q1,"The chain’s situation shows the complicated legal and reputational landscape that it and its competitors must navigate in the post-Roe era. Walgreens landed at the center of a consumer and political firestorm in recent days, after saying it would not dispense an abortion pill in 21 states where Republican attorneys general have threatened legal action against pharmacies that try to distribute the medication."
Kansas,Q1,"They said watching the Bills lose four straight Super Bowls taught them about football and life. The Times asked which of those lessons of fandom were worth passing on to their children now that the team is favored to win it all. Stephen Soroka was 10 years old in January 1991 when the Buffalo Bills made their first Super Bowl appearance. He lived in East Aurora, N.Y., about a 20-minute drive from Buffalo. Everyone he knew was caught up in the excitement of what seemed like a certain championship."
Kansas,Q1,"G.O.P. elites are simply lagging their states. My whole adult life, the work of fighting climate change was understood as the job of the blue team in America. The red team, we knew, just wasn’t going to play ball."
Kansas,Q1,"A wave of teenagers who developed tics during the pandemic has receded, illustrating the powerful influence of stress on the body and the resilience of adolescents. CALGARY, Alberta — Aidan’s tics erupted one day after school in early 2021, about a month after the long pandemic lockdown had ended. The 16-year-old convulsed while walking into the house, head snapping and arms swinging, sometimes letting out high-pitched whistles and whoops."
Kansas,Q1,"According to one recent analysis, over half of teachers surveyed are considering quitting. Here are five that already have. Driving home one day in the fall of 2021 from her job as an art teacher at a low-income public charter school near Sacramento, Calif., Ruth Santer fell asleep at the wheel. She often came home physically spent after a day of arriving early, wielding heavy art supplies and staying late to prepare art materials, all while managing a full classroom of middle school students. The work had always been strenuous but pandemic stresses had added to her level of exhaustion."
Kansas,Q1,Here’s what you need to know at the end of the day. (Want to get this newsletter in your inbox? Here’s the sign-up.)
Kansas,Q1,"The broadcast on Saturday was a test of how the networks are going to cover the sport in the wake of Damar Hamlin’s collapse on the field last Monday. Shortly after a brief pregame tribute to Damar Hamlin, the Buffalo Bills player who collapsed and went into cardiac arrest on “Monday Night Football,” and a live broadcast of the national anthem, ESPN’s play-by-play announcer spoke up."
Kansas,Q1,"“Granny flats” are popping up in backyards across the country, affording Americans a new housing option. Some communities are not happy about it. Forty-five years ago, Betty Szudy and her wife, Maggie Roth, both 70, bought a Craftsman bungalow in Oakland, Calif. In 2017, at the same time their son and his wife were fruitlessly searching for an affordable apartment in the neighborhood, California was liberalizing its housing laws to encourage so-called accessory dwelling units, or A.D.U.s."
Kansas,Q1,"The profession was considered unladylike in 1890s England, where she was refused admission to dental school. But she found one in Scotland, and became a notable figure in dentistry. When the headmistress at the North London Collegiate School told Lilian Lindsay that she should become a teacher, and that she would block her from finding any other type of work, Lindsay shot back: “You cannot prevent me from being a dentist.”"
Kansas,Q1,Have you been paying attention to the news in January? See how many of these questions you can get right. Have you been paying attention to the news in January? See how many of these questions you can get right.
Kansas,Q1,"Once the worst of the pandemic passed, some of us turned from being savers to spenders — setting ourselves up for potential disaster. In the first couple of months this year, thousands of American workers at companies like Google and Twitter have lost their jobs. Interest rates on car loans, credit cards and mortgages are higher than ever, and inflation keeps rising. And the talk of a recession in 2023 hasn’t gone away."
Kansas,Q1,"The issue is no longer a political hammer for the right. In decades past, as the calendar turned to January, the anniversary of Roe v. Wade would come into view. Abortion opponents would be planning to acknowledge the date with the annual March for Life in Washington, D.C. Supporters of abortion rights would schedule seminars or meet for quiet conversations about whether and when the Supreme Court might actually go so far as to repudiate the decision it issued 50 years ago on Jan. 22, 1973."
Kansas,Q1,"The Israeli prime minister has yet to uphold a decision by the Supreme Court that a key government minister convicted of tax fraud should be dismissed. The new right-wing Israeli government and the country’s judiciary were locked in a standoff Thursday, after Prime Minister Benjamin Netanyahu delayed upholding a Supreme Court ruling that called for the dismissal of a key government minister."
Kansas,Q1,"A preview for fans and non-fans alike. For many Americans, the next few days are among the most entertaining of the year. They will be filled with dozens of college basketball games, featuring major surprises and thrilling finishes. When a team loses, its season is over."
Kansas,Q1,"Hamlin, a 24-year-old safety, went into cardiac arrest after being hit, but his heartbeat was restored by medical personnel, the Bills said. The game against the Cincinnati Bengals was postponed. CINCINNATI — Damar Hamlin, a 24-year-old safety in his second season with the Buffalo Bills, was in critical condition in a hospital after going into cardiac arrest during a Monday night game against the Cincinnati Bengals, the Bills said."
Kansas,Q1,"The country-music star is trying to revive her childhood home in Oklahoma with a restaurant, concert stage and lots of Reba memorabilia. ATOKA, Okla. — Year after year, eight million vehicles drove through this sleepy town just off U.S. Highway 75, which stretches from Texas to Canada. Almost none of them stopped."
Kansas,Q1,The war in Ukraine is entering a new phase. We explain each side’s strategy. The war in Ukraine appears to be on the cusp of a new phase.
Kansas,Q1,"Aryeh Deri, who has a conviction for tax fraud, was deemed unfit to serve in the government, leaving Prime Minister Benjamin Netanyahu in a legal and political predicament. Prime Minister Benjamin Netanyahu of Israel on Sunday dismissed a senior minister recently convicted of tax fraud to comply with a Supreme Court ruling that disqualified the minister from serving, shaking the right-wing government just weeks after it came to power."
Kansas,Q1,"Bola Tinubu, declared the winner on Wednesday in the presidential election, has boasted of making the careers of major politicians. Now he has to deliver for a divided country facing multiple emergencies. In the run-up to Nigeria’s presidential election on Saturday, the ruling party candidate’s best-known slogan was “Emi lo kan,” a phrase in the Yoruba language meaning “It’s my turn.”"
Kansas,Q1,"Anti-trans legislation in dozens of states is an attack on parental rights. JEFFERSON CITY, Mo. — Russel Neiss glanced down at his Apple Watch. The screen glowed bright red, warning of something he already knew: Though he was sitting stock still, waiting to testify before state senators, his heart was hammering."
Kansas,Q1,"Republican legislators in South Carolina, Pennsylvania, Ohio and Alaska are pushing back against it much more forcefully than Kevin McCarthy. While 20 hard-right members of the U.S. House of Representatives held the national Republican leadership hostage in Washington last week — forcing concession after concession — something very different was taking place in the Republican-controlled South Carolina House of Representatives."
Kansas,Q1,Here’s what you need to know at the end of the day. (Want to get this newsletter in your inbox? Here’s the sign-up.)
Kansas,Q1,Here’s what you need to know at the end of the day. (Want to get this newsletter in your inbox? Here’s the sign-up.)
Kansas,Q1,"Justices will hear arguments Tuesday on President Biden’s plan to forgive an estimated $400 billion in debt. Conservative states have called it an abuse of his authority. In September, Jason Doresky received a $10,000 direct deposit from the Education Department. It was a refund for payments he had made voluntarily on his federal student loans since March 2020, when the government told borrowers that they could stop paying temporarily because of the pandemic."
Kansas,Q1,"Bison once numbered in the tens of millions in the United States. Now, a nonprofit is working to restore the shortgrass prairie, where the American icons and their ecosystem can thrive again. MALTA, Mont. — Around 200 chocolate-brown bison raise their heads, following the low growl of a pickup truck slowly motoring across the sagebrush-studded prairie."
Kansas,Q1,"The relationships between big cities and rural-dominated legislatures have often been hostile. But a rift between Nashville and the Tennessee Legislature suggests the nation’s partisan divide is making things worse. WASHINGTON — Rural legislators have looked down on big cities, and urban pols have returned the favor, since the farmer-statesman Thomas Jefferson called urban areas “pestilential to the morals, the health and the liberties of man.” But for most of American history, the rivalry has played out in state politics more so as a matter of parochial divisions than national ones."
Kansas,Q1,"An uncle of Damar Hamlin, a Bills safety who went into cardiac arrest during Monday’s game, said Tuesday night that doctors were working to get his nephew breathing on his own without a ventilator. Buffalo Bills defensive back Damar Hamlin remained in critical condition on Tuesday after he went into cardiac arrest during a prime-time N.F.L. game, a frightening reminder of the ever-present risk of serious injury in America’s biggest sport that has the league facing one of its worst crises in decades."
Kansas,Q1,"Doing taxes in 2023 feels a lot like it did before the pandemic. Still, there are some meaningful changes to keep in mind. The 2023 tax filing season is probably most notable for what’s missing: After three years of stimulus payments and pandemic tax breaks, nearly all of those extra benefits have faded away — and tax refunds are likely to shrink as a result."
Kansas,Q1,"Elizabeth Koch, the daughter of the right-wing political force Charles Koch, is working to bridge societal divides. Sure, roll your eyes. But also, why not her? Even as a young girl, Elizabeth R. Koch was keenly aware of her family’s extreme wealth."
Kansas,Q1,"The question is at the heart of the human experience — and the nation’s abortion debate. An exploration through science, theology and philosophy. The question is at the heart of the human experience — and the nation’s abortion debate. An exploration through science, theology and philosophy."
Kansas,Q1,It’s a day of uncertainty for the U.S. economy. Today is a day of uncertainty for the American economy.
Kansas,Q1,"A cult comedy, the series returns 13 years after it last aired. There’s still time to catch up. When I was 15, I worked for a caterer, answering phones and making vinaigrette by the gallon. I wanted nothing so desperately as to join the ranks of the cater-waiters, the older kids whose driver’s licenses allowed them to pilot a van full of chafing dishes to glamorous fetes at large, forbidding houses where they would sneak wine and look through medicine cabinets."
Kansas,Q1,"The administration faced a conservative court that has insisted that government initiatives with major political and economic consequences be clearly authorized by Congress. WASHINGTON — The Supreme Court’s conservative majority seemed deeply skeptical on Tuesday of the legality of the Biden administration’s plan to wipe out more than $400 billion in student debt, heightening the prospect that the justices would thwart efforts to forgive the loans of tens of millions of borrowers."
Kansas,Q1,"Even as the sprawling dining halls of old struggle with emptier workplaces, food is still important to employees, particularly the young. Many companies are reinventing the company meal. The corporate cafeteria can be an especially lonely place these days."
Kansas,Q1,"Gov. Andy Beshear of Kentucky is popular. Is that enough to win in a state where Democrats have struggled? The first concrete sign that this year’s race for governor of Kentucky would be a hot one came in August, when Beth Drennan’s latest grand champion, a 17-pound uncooked country ham, sold at a charity auction for the cool price of $5 million."
Kansas,Q1,"To understand the rigors of the N.F.L., we asked players how they cared for their hands and feet through the 2022 regular season. To understand the rigors of the N.F.L., we asked players how they cared for their hands and feet through the 2022 regular season."
Kansas,Q2,"Despite the surgeon general’s warning about its risks for youth in general, researchers and teenagers say it can be a “lifeline” for L.G.B.T.Q. youth. The surgeon general’s warning Tuesday about social media’s “profound risk of harm” to young people included a significant qualification. For some of them, the warning said, social media can be beneficial to health in important ways."
Kansas,Q2,Social acceptance among young people has increased significantly in only a decade. But the mental health of L.G.B.T.Q. teens is suffering. Social acceptance among young people has increased significantly in only a decade. But the mental health of L.G.B.T.Q. teens is suffering.
Kansas,Q2,"In his emergency regulation, the state attorney general said it was necessary to put up “substantial guardrails” around gender-transitioning treatments, because they were considered “experimental.” The Missouri attorney general, citing a consumer protection law normally used to prosecute fraudulent business practices, issued a new state directive this week that would severely restrict gender-transitioning treatment for both adults and minors."
Kansas,Q2,"She first became known for novels set in the distant past. She later wrote contemporary tales that involved computer hacking and Ponzi schemes. Julie Garwood, a romance novelist whose books — some set centuries ago, some sampling present-day maladies like computer hacking and Ponzi schemes — routinely landed on best-seller lists, died on June 8 at her home in Leawood, Kan., on the Missouri border. She was 78."
Kansas,Q2,The country has recorded more than 1.1 million deaths from the virus. The country has recorded more than 1.1 million deaths from the virus.
Kansas,Q2,"Democrats brought to the floor a set of bills intended to protect women’s health and reproductive freedom, knowing they would be blocked by Republicans. Senate Democrats on Wednesday forced consideration of measures intended to protect women’s health and reproductive freedom, using the upcoming anniversary of the Supreme Court’s decision to overturn Roe v. Wade to remind voters of Republican opposition to measures with broad voter approval."
Kansas,Q2,"Advocates could run into major roadblocks when it comes to collecting signatures for the measure, which Gov. Ron DeSantis and Florida Republicans are sure to oppose. A coalition of organizations that support abortion rights is planning to spend millions of dollars in an effort to place a measure protecting abortion rights on Florida’s ballot next year."
Kansas,Q2,"If we are willing to help people end their physical suffering by assisting their death, can we in good conscience deny them that help for their mental suffering? My first attempt to kill myself was when I was a child. I tried again as a teenager; as an adult, I’ve attempted suicide repeatedly and in a variety of ways. And yet, as a 55-year-old white man (a member of one of the groups at the highest risk for suicide in America) and the happily married father of five children, I am thankful that I am incompetent at killing myself."
Kansas,Q2,"A record-breaking heat wave is expected to worsen through the weekend as it spreads through nearby states. A weather pattern that has brought unrelenting heat to Texas for more than a week is unlikely to end until at least early July, according to forecast models, with record-breaking heat expected to expand into nearby states this weekend."
Kansas,Q2,"The participants discuss aging, ageism and life in America after the age of 65. The participants discuss aging, ageism and life in America after the age of 65."
Kansas,Q2,"The legislation, which includes an exemption for people already receiving treatment, now goes to the desk of the Republican governor. In the waning days of their legislative session, Missouri lawmakers passed a bill on Wednesday that would ban transition care for transgender youth."
Kansas,Q2,"In the past three months, 10 Republican-led states have passed laws banning gender-affirming care for minors. Ten states in the past three months have passed laws prohibiting what is known as gender-affirming care for young people, in a rapid effort by Republican lawmakers across the country."
Kansas,Q2,"Apple, Starbucks, Trader Joe’s and REI are accused of targeting union supporters after organizing efforts gained traction, charges the companies deny. After working for more than seven years at an Apple store in Kansas City, Mo., Gemma Wyatt ran into trouble."
Kansas,Q2,For-profit sellers are meeting the demand for unregulated abortion pills — one that will only grow if legal access in the U.S. is further restricted. For-profit sellers are meeting the demand for unregulated abortion pills — one that will only grow if legal access in the U.S. is further restricted.
Kansas,Q2,"More than 20 Republican-led states have passed bills regulating the lives of transgender children and adolescents since the start of 2021. State laws restricting transition care for minors have surged over the past few months, as part of a Republican movement to regulate the lives of transgender youth."
Kansas,Q2,"In the year since Roe was struck down, clinic owners have scrambled to adjust to the new legal landscape around abortion. Here’s what happened to them, and their communities. In the year since Roe was struck down, clinic owners have scrambled to adjust to the new legal landscape around abortion. Here’s what happened to them, and their communities."
Kansas,Q2,"It will take not only policy change but also social change to turn the tide. Tomorrow will mark four weeks from the day that three 9-year-olds and three adults were murdered at a Christian school in Nashville. The family and friends of those who were killed will never be the same. They are only at the very beginning of a long, hard journey through deepest grief. But in many ways, our nation has moved on."
Kansas,Q2,"While clinics in some states expanded capacity, bans prevented thousands from getting legal abortions, a major new survey of abortion providers finds. The number of legal abortions in the United States decreased just over 6 percent in the six months after the Supreme Court ended the right to abortion last June, according to a report released Tuesday, the most comprehensive and up-to-date count of abortions nationwide."
Kansas,Q2,"In the campaign to ban gender therapies for minors, Republicans have amplified a group of activists who no longer identify as transgender, overriding objections from transgender people and medical experts. When Missouri lawmakers took up bills to ban transition care for minors, Chloe Cole, an activist from California, traveled to Jefferson City to offer her story as Exhibit A."
Kansas,Q2,"Temperatures will be up to 20 degrees above normal for much of the region through at least the weekend, with no nighttime relief. Even for Southerners used to spending a lot of time outside, this week’s brutal heat and humidity — which spread from Texas across the Gulf Coast and north into Missouri, Tennessee and Arkansas on Wednesday — are a little much."
Kansas,Q2,"People who deem themselves judge, jury and executioner walk among us, and we have no real way of knowing when they will turn on us. Increasingly, it is not safe to be in public, to be human, to be fallible. I’m not quoting breathless journalism about rising crime or conservative talking points about America falling into ruin. The ruin I’m thinking of isn’t in San Francisco or Chicago or at the southern border. The ruin is woven into the fabric of America. It’s seeping into all of us. All across the country, supposedly good, upstanding citizens are often fatally enforcing ever-changing, arbitrary and personal norms for how we conduct ourselves."
Kansas,Q2,What do you wish lawmakers knew about how bills relating to transgender people affect those your age? Please note: Our Student Opinion questions specifically invite the voices of young people. We ask that adults respect the intent of this forum and refrain from posting here.
Kansas,Q2,"Less for more. That’s the fundamental bargain, as it’s been construed since Roe v. Wade and the Reagan revolution. Here’s the American bargain: less for more. Less from the government, in exchange for more of yourself. More privacy, more speech, more ability to move wherever you might want to go and to associate with whomever you like."
Kansas,Q2,"A 15-year-old boy was among the dead and dozens more were wounded, Palestinian officials said. Eight Israeli security officers were hurt and helicopters were later deployed, the military reported. An Israeli raid into the city of Jenin in the occupied West Bank turned deadly on Monday, with at least five Palestinians killed in a gun battle, and Israeli helicopter gunships were sent into the area for the first time in decades to secure forces trying to extricate armored vehicles that had been disabled by a powerful roadside bomb."
Kansas,Q2,Meet three women – all very much alive – who’ve pre-planned their funerals to insulate their families from financial hardship. 
Kansas,Q2,"Even as the nation’s drug crisis mounted, the National Academies of Sciences, Engineering and Medicine continued to accept funds from some members of the Sackler family, including those involved with Purdue Pharma. For the past decade, the White House and Congress have relied on the National Academies of Sciences, Engineering and Medicine, a renowned advisory group, to help shape the federal response to the opioid crisis, whether by convening expert panels or delivering policy recommendations and reports."
Kansas,Q2,"In an age of outrage and cynicism, a TV show calls us back to humility. Each Wednesday night my husband and I tune in to watch “Ted Lasso,” the Emmy award-winning Apple TV+ comedy series. The show’s protagonist and title character, played by Jason Sudeikis, is ebullient, kind and, though smart, persistently silly. In the pilot episode, Ted, wide-eyed and folksy, arrives in England after relocating from Kansas with his friend Coach Beard. They climb into an impossibly small car, and Ted calls out to Rebecca, his serious, conniving new boss, “Look! This car has an invisible steering wheel!,” mimicking steering on the left side of the car (as we do on this side of the pond). It’s clear that he’s a sort of clown, with this scene even hinting at a clown car shtick. We discover throughout the series that it is in this very silliness that his power is found."
Kansas,Q2,"It’s not just a dating thing, and it can hurt. A lot. Here are ways to cope — and move forward. In my late 20s, I was ghosted by one of my closest friends."
Kansas,Q2,"Ken Sim, Vancouver’s first mayor of Chinese descent, rejects claims of Chinese interference and says his landslide win was due to his tireless campaigning and more appealing policies. VANCOUVER, British Columbia — Every day when he arrives at his office in City Hall, Mayor Ken Sim stares at a prominent black-and-white photograph of Chinese railway workers toiling on the tracks in British Columbia in 1884."
Kansas,Q2,"Undeterred by arson at his home and by the murder of a colleague, he provided reproductive care in Nebraska and Maryland, including late-term abortions. LeRoy Carhart, a Midwestern doctor who became an archnemesis of abortion opponents and a leading defender of late-term abortions, died on Friday at a hospice in Bellevue, Neb., a suburb of Omaha. He was 81."
Kansas,Q2,"The Supreme Court will soon rule on race-conscious college admissions, a core Democratic issue. But an analysis of a California referendum points to a divide between the party and voters. The 2020 campaign to restore race-conscious affirmative action in California was close to gospel within the Democratic Party. It drew support from the governor, senators, state legislative leaders and a who’s who of business, nonprofit and labor elites, Black, Latino, white and Asian."
Kansas,Q2,"But advocates can’t agree on a strategy to hold more ballot initiatives. Since the Supreme Court overturned Roe v. Wade, abortion access has fared very well when it has appeared on the ballot."
Kansas,Q2,"Federal officials are investigating the railroad’s safety practices and culture after the derailment in East Palestine, Ohio, and worker deaths. Norfolk Southern once had so few accidents and injuries that it won the rail industry’s prestigious E.H. Harriman safety award for 23 years in a row until it was retired in 2012. But in the last decade, the company has gone from an industry leader to a laggard."
Kansas,Q2,We look at the costs of Dianne Feinstein’s absence to the Democratic Party’s agenda. President Biden and Senate Democrats have a numbers problem.
Kansas,Q2,"Clara Wu Tsai and Joe Tsai, the Liberty owners, improved their facilities and chartered flights, drawing a W.N.B.A. fine — and enticing top free agents. In January, Clara Wu Tsai flew to Turkey on a trip that altered the balance of power in the W.N.B.A."
Kansas,Q2,"In past instances of public criticism, the court has occasionally changed its ways. In an interview last month, Justice Samuel Alito complained about excessive criticism of the Supreme Court. To him, this criticism has not identified discrete problems to be solved but rather represent bad-faith efforts by critics to do nothing more than give the public a “reason to question our legitimacy.”"
Kansas,Q2,"Extreme heat is increasing electricity demand as people crank up the AC. The strain could be too much. It’s really hot in Texas right now. Many parts of the state are hotter than they’ve ever been at this time of year. In the coastal city of Corpus Christi, the heat index, a combined measure of heat and humidity, reached a shocking 125 degrees Fahrenheit, or about 52 Celsius."
Kansas,Q2,"Time, instead of adding to the luster of women’s sports as it does men’s, erodes it. The photograph of Muhammad Ali flexing over a fallen Sonny Liston is one of the most famous in sports history. The moment, and the image, are iconic, sold in every format imaginable, while also helping mythologize an athlete, a sport and even an era."
Kansas,Q2,Here’s what you need to know at the end of the day. (Want to get this newsletter in your inbox? Here’s the sign-up.)
Kansas,Q2,Here’s what you need to know at the end of the day. (Want to get this newsletter in your inbox? Here’s the sign-up.)
Kansas,Q2,"To participate, submit your response here by June 30 at 9 a.m. Eastern. This week’s winners will be announced on July 11. Update: Winners for this week have been announced."
Kansas,Q2,"A half-century ago, Elizabeth King and Elder Jack Ward recorded for D-Vine Spirituals. The label’s masters found a new home, giving their music — old and new — a second chance. When Elizabeth King & the Gospel Souls recorded their 1972 single “I Heard the Voice,” they spent hours at the tiny Tempo Studio in downtown Memphis, with the Rev. Juan D. Shipp demanding they repeat the song until they got it right."
Kansas,Q2,"The agency that runs New York City’s subway and buses has fewer riders and shaky finances. Experts have ideas for addressing the problems. Even as New York returns to something close to prepandemic life, the city’s transit system remains mired in a crisis of decreased ridership and shaky finances."
Kansas,Q2,"Many of the bills denied certain medical care to transgender people, while others targeted bathroom use and preferred personal pronouns. Statehouses around the country this year have been consumed by fights over laws governing transgender people."
Kansas,Q2,"The answer depends on how you measure success. My colleagues David Brooks and Paul Krugman have engaged in a running debate for much of their time as Times Opinion columnists, and I often find their exchanges illuminating."
Kansas,Q2,"What should we make of the role that abortion played in both the Chicago and Wisconsin elections this week? The elections this week in Chicago and Wisconsin were different in many ways. One was for mayor, the other for a state Supreme Court seat. One was in an overwhelmingly Democratic city, the other in a closely divided swing state."
Kansas,Q2,"A pastor for more than 50 years, William Greason, 98, occasionally tells tales of a lifetime ago, when he mentored Willie Mays and played in the last Negro World Series. The older pastor, wearing a long purple robe, ascended the steps to the pulpit. “God has always had a plan and a purpose for each of our lives,” the Rev. William H. Greason said in a slow, gentle voice. From the pews came affirmations of “Amen!” and “All right!”"
Kansas,Q2,The approach known as Housing First has long enjoyed bipartisan support. But conservatives are pushing efforts to replace it with programs that put more emphasis on sobriety and employment. The bipartisan approach that has dominated federal homelessness policy for more than two decades is under growing conservative attack.
Kansas,Q2,"The proposed debt cancellation of more than $400 billion would have been one of the most expensive executive actions in U.S. history. The Supreme Court ruled on Friday that the Biden administration had overstepped its authority with its plan to wipe out more than $400 billion in student debt, dashing the hopes of tens of millions of borrowers and imposing new restrictions on presidential power."
Kansas,Q2,"They call themselves the “Sister Senators” and three of them are Republicans. When the United States Supreme Court overturned Roe v. Wade last summer, advocates on either side presumed that the country would divide along the bright color lines: red states completely banning abortion, blue states protecting it."
Kansas,Q3,"Tribal governments are heavily dependent on federal funding because of treaties guaranteeing basic services. On the Turtle Mountain Indian Reservation in North Dakota, the contingency planning started weeks ago."
Kansas,Q3,"Supporters of protecting abortion in the state’s Constitution submitted enough signatures to get on the November ballot. But another vote in August could make it harder to win. Ohio moved one step closer to becoming the next big test case in the nation’s fight over abortion, after supporters of a measure that would ask voters to establish a right to abortion in the state’s Constitution this week said they had filed more than enough signatures to put it on the ballot in November."
Kansas,Q3,"The drug Wegovy eased issues for people with a type of heart problem, adding to the treatment’s benefits beyond weight loss. One of the leading new obesity drugs, Wegovy, eased symptoms and raised the quality of life of patients with obesity and a common type of heart failure, a study funded by the drug’s maker found, adding to the evidence that the medications can produce health benefits beyond weight loss."
Kansas,Q3,"After Dobbs, the political ground seems to be shifting in some unpredictable ways. When the Supreme Court overturned Roe v. Wade in June 2022, abortion opponents celebrated. In the wake of the decision, 15 largely conservative states imposed near-total bans (through trigger laws or new legislation), and two more set limits at six weeks of pregnancy. "
Kansas,Q3,"A recent study showed that a statin drug significantly lowered the risk of heart attacks and strokes among middle-aged and older people with the virus. Americans with H.I.V. are achieving the once unthinkable: a steady march into older age. But beginning around age 50, many people living with the virus face a host of health problems, from heart disease and diabetes to social isolation and cognitive decline."
